# N    phi    eps1    V    H    z    zN    phiN    eps2
0.0	3.01	0.00015917260731849594	4.768422465924104e-11	3.9869267529823765e-06	-2.565150767184658e-05	-2.565150767184658e-05	-0.017842231212407036	0.0
0.005	3.009910788808606	0.00015917281392282206	4.768414875573367e-11	3.986923579933497e-06	-2.5780103120258294e-05	-2.57868065523924e-05	-0.017842242791915038	0.0002595975041598678
0.01	3.0098215775040056	0.00015917343147768518	4.76840728456222e-11	3.986920406879091e-06	-2.5909376686048753e-05	-2.5922751214804894e-05	-0.01784227740383414	0.000775952189243744
0.015	3.009732365976063	0.00015917445413777493	4.768399692881214e-11	3.9869172338113195e-06	-2.6039331625702386e-05	-2.6059345367441672e-05	-0.017842334720421255	0.0012849550454421652
0.02	3.009643154100907	0.00015917587533251308	4.768392100519729e-11	3.986914060721377e-06	-2.6169971147614803e-05	-2.619659286816202e-05	-0.017842414373201464	0.001785691123329024
0.025	3.009553941829899	0.00015917769249909204	4.768384507473542e-11	3.986910887605793e-06	-2.6301298801631893e-05	-2.633449693873113e-05	-0.017842516218240748	0.0022831925132690634
0.03	3.0094647290460728	0.00015917989944203289	4.768376913732615e-11	3.986907714456253e-06	-2.643331785294472e-05	-2.6473061428196872e-05	-0.017842639907930266	0.002772891487654321
0.035	3.0093755156348228	0.00015918249008862093	4.768369319287106e-11	3.986904541264606e-06	-2.656603158798546e-05	-2.661229019604433e-05	-0.017842785101470058	0.0032549391413560255
0.04	3.0092863014815427	0.00015918545836734582	4.7683617241271716e-11	3.986901368022699e-06	-2.669944330448758e-05	-2.675218713251365e-05	-0.017842951458060172	0.0037293340174843863
0.045	3.009197086471627	0.0001591887982078285	4.768354128242962e-11	3.986898194722383e-06	-2.6833556311482353e-05	-2.6892756158890927e-05	-0.017843138636900655	0.004196074749328784
0.05	3.0091078704904697	0.00015919250354074968	4.768346531624627e-11	3.986895021355501e-06	-2.696837392929486e-05	-2.703400122778529e-05	-0.01784334629719155	0.004655160059389406
0.055	3.009018653423465	0.00015919656829777964	4.7683389342623117e-11	3.986891847913902e-06	-2.7103899489539423e-05	-2.7175926323417525e-05	-0.0178435740981329	0.005106588758066299
0.06	3.0089294351560065	0.0001592009864115089	4.768331336146157e-11	3.98688867438943e-06	-2.7240136335114496e-05	-2.731853546190844e-05	-0.01784382169892475	0.0055503597419038035
0.065	3.0088402155734886	0.00015920575181538004	4.768323737266302e-11	3.986885500773931e-06	-2.7377087820196938e-05	-2.7461832691566412e-05	-0.017844088758767147	0.005986471992139828
